K,iter,CV_SUB,CV_CUBIC,MLE,SRP
200,0,0.007936252480000624,0.008028193680145335,0.012737591978789212,0.01010791549218982
200,1,0.007497574725498183,0.007659145827459742,0.008270146943965327,0.013326345028449158
200,2,0.007903263776519785,0.008035146881994602,0.02371009101271343,0.010579033678407065
200,3,0.008231846333319406,0.00829783816263797,0.01159514806528693,0.010346056075920233
200,4,0.007710297691503793,0.008016636382868888,0.009467275659563302,0.014149772569922827
200,5,0.0077595426865808125,0.007886566829509693,0.008655914201566294,0.01176462005419215
200,6,0.008332529676430089,0.008407544235921776,0.01705288883027275,0.01073242895937052
200,7,0.008782461163545342,0.008785809051959035,0.025630346989628603,0.012557707000484832
200,8,0.007015735364875066,0.00727749263815675,0.008780683794146059,0.01599651467103662
200,9,0.008257150960267136,0.008414114132291482,0.017932538514348055,0.01014867235439137
200,10,0.008566509546043275,0.008691409590839317,0.04192774826236818,0.011690874625517194
200,11,0.008751160685218938,0.008903494629841127,0.03618712775424388,0.011812010304557053
200,12,0.008219086412192324,0.008275006791556466,0.020215706458850752,0.010495028977229988
200,13,0.007672175630121074,0.007865249117498562,0.008679978317856855,0.011697549178772568
200,14,0.007895502898409134,0.008068113202506182,0.012168900113588225,0.011790642536435863
200,15,0.007872895483495816,0.00789433109651016,0.011695190338385076,0.010294582075593972
200,16,0.007930472223155353,0.008025552077744203,0.009537147676870828,0.009907835992872633
200,17,0.007659320265166464,0.007988862657780937,0.00989605952391811,0.014771965823886157
200,18,0.008365362786835891,0.00846767352628756,0.01489313306360745,0.01070355589924395
200,19,0.007884271083921394,0.008076465811863677,0.017679381428093433,0.010578244360309219
200,20,0.008852958894041932,0.008854556065639193,0.02428851050239919,0.011861109751339147
200,21,0.007805629411484647,0.007943761667473669,0.009056117766651047,0.011688103822687005
200,22,0.00838397073925449,0.008484885579214676,0.010861614770446395,0.010467885830357382
200,23,0.008048407949459723,0.008140506136767573,0.01885377004269145,0.010682320474644189
200,24,0.008579362137417609,0.008610672569615303,0.022116705004520176,0.01135228522702569
250,0,0.007446689551468752,0.007474978707699137,0.048158565599875074,0.012290337431786357
250,1,0.007012539089769919,0.007082160899634435,0.012194021620931797,0.00875185152808221
250,2,0.007033518170938637,0.007133408281832662,0.020858149461516873,0.009873222906566616
250,3,0.0070784209218214,0.007094525966280551,0.036769586988697325,0.01114607253404522
250,4,0.006296877369848625,0.006390246992695883,0.008778357971030985,0.008350521654863795
250,5,0.006423810171194516,0.006501145100396279,0.008623436827174726,0.00821265790047443
250,6,0.007079981438714842,0.007086525170856505,0.011055384512748545,0.009486973495211937
250,7,0.006875355690978674,0.006922660807635184,0.020199599936882143,0.009847576099570985
250,8,0.006331699509433141,0.006345313848400099,0.0068853742684888905,0.008631479050789141
250,9,0.006337286164768998,0.006419146568781494,0.009721357480901924,0.007965563218332444
250,10,0.006461641600184209,0.00656890055656916,0.00873025171675263,0.008064464437070611
250,11,0.006222719620500279,0.006283146315533138,0.007332548640023357,0.008039058612684146
250,12,0.006388154792202385,0.006529229947574579,0.008556251454133646,0.008624701762470575
250,13,0.006616276495807202,0.0068188086818444784,0.00852552251683686,0.009398009112850547
250,14,0.006392717678657674,0.006424113857882725,0.01014313161274967,0.00859743560533631
250,15,0.0063707393044068646,0.0064550861219428565,0.006861205206927796,0.008256915585226933
250,16,0.006607117424941467,0.006616087297842897,0.009911409424143442,0.008742732583114823
250,17,0.00651749967888198,0.00659313215307379,0.00825899757732021,0.008411966407729038
250,18,0.007204780022133197,0.0071941028591540985,0.04509652279415148,0.012345143371877839
250,19,0.006354455288855408,0.006479660547809075,0.009439154855418932,0.00806423939214999
250,20,0.006677862805034013,0.006655168507382252,0.013269468211025336,0.00848675008902201
250,21,0.0068182906762205816,0.006796794222998481,0.008844958183767716,0.008370688519545637
250,22,0.00625071049830769,0.00638167619317047,0.012103549275855535,0.010362955264538858
250,23,0.006245092361542586,0.006267726562451539,0.006698076287240681,0.008436639674697191
250,24,0.006234959160843328,0.006304026606280837,0.00802644935067625,0.009362301800771715
300,0,0.005618673981768356,0.005657602047069546,0.01419159627409656,0.007529389158526891
300,1,0.005349493535493251,0.0054084030314488106,0.0066533480696702365,0.006950828645057113
300,2,0.005311475725513868,0.005406018887266338,0.006631609591552505,0.007078481369855108
300,3,0.005512304564843813,0.005573341052966984,0.005692786488134131,0.0075623528220743275
300,4,0.0051495231699931875,0.005193333833903869,0.00605648593504451,0.007189805403122677
300,5,0.0053112312649951235,0.0053599680346367315,0.005567492490787004,0.006716190314111095
300,6,0.005118201591836129,0.005224824483694231,0.006050310529124755,0.007943045225214905
300,7,0.005347328455747612,0.005376892668132856,0.00779169638479773,0.007328769334492515
300,8,0.005366800608204487,0.0054508721798339115,0.006422097764810336,0.006919731377552021
300,9,0.0057622395498895,0.0057372618784397676,0.00800528660180896,0.007920700430047696
300,10,0.005095205808201224,0.005180445409037969,0.005469555346575982,0.007960206486573836
300,11,0.00539937741511904,0.005462961449585711,0.005542376560387432,0.008671404722061361
300,12,0.005486025264870001,0.005548712582958936,0.0056792117439682,0.006801597287186406
300,13,0.006249680530950909,0.006125194307969833,0.020384059752901033,0.010376830395996227
300,14,0.005603591083453565,0.005595532367890538,0.007814625656196238,0.007134279068382897
300,15,0.005281417422289142,0.005349951235447042,0.006695091249013,0.006780493035886965
300,16,0.005315382357245405,0.00537601177584622,0.0065374081811681445,0.006880730416082129
300,17,0.005491807243847583,0.005513120528666005,0.009905478605104918,0.007580987783807429
300,18,0.005127243582849938,0.00515151921610813,0.005297474955638143,0.0069712358109666455
300,19,0.0058011420700980355,0.005940143506311177,0.013269370136894916,0.007682378987930911
300,20,0.005415047973863558,0.005472656852368862,0.006050550321086133,0.007013067066588851
300,21,0.0052657703594541725,0.005278028502920098,0.005416836203671887,0.007429444715538193
300,22,0.005212913540165179,0.005281331721588255,0.006896415636779573,0.0068527626518698785
300,23,0.00533037827485441,0.00539856957668701,0.008372611549358089,0.00669359788251992
300,24,0.005900138794073104,0.005928107935107535,0.02432670098525089,0.009339936612466303
350,0,0.004693509903417069,0.004714360950317444,0.005406712759252463,0.00597439824134755
350,1,0.005335754962003581,0.005294562317837491,0.009564943185287358,0.008193406006194266
350,2,0.004440927170464304,0.004502500968040875,0.0059119214290722436,0.006458018867325748
350,3,0.004802654183167397,0.004823324356176497,0.006101037733459187,0.0064792181375505995
350,4,0.004456099693113026,0.0045235711241307175,0.004718377734307288,0.007368851082162866
350,5,0.00467296520779487,0.004724800237561645,0.004817922868923518,0.006702382824153882
350,6,0.004517914889068509,0.004519980147483476,0.005658413146567332,0.006867186029976889
350,7,0.004349581659831645,0.004433686685950039,0.004469201875031639,0.006637054491748503
350,8,0.004488917688387343,0.004618776531966882,0.004648559623640811,0.007606146829108591
350,9,0.0045755123053680125,0.0045927918756707735,0.005012699506054742,0.005898761621972252
350,10,0.004497037083095864,0.0045156312676549225,0.0045570966236921145,0.00838041982801579
350,11,0.004557196471466391,0.0046583943744917845,0.004830676890550859,0.0077859353614873165
350,12,0.004785544907666889,0.0048326304932801364,0.005838301737872235,0.006248303722836761
350,13,0.00456765322034352,0.004642449051267197,0.005516963863140318,0.006159013819287809
350,14,0.004670352706360453,0.004684501259032171,0.008595262258109698,0.0068175817127619385
350,15,0.0049441783847901976,0.004923716887853928,0.0050135758903896285,0.005888262581393174
350,16,0.004860054928323548,0.0049091466243893645,0.006811906768226882,0.006272924915965596
350,17,0.004710029182331512,0.0047746822263452695,0.006945660879872965,0.006170349143676873
350,18,0.004720259201491051,0.004764845698072823,0.005326125313588109,0.006001861417477834
350,19,0.0046359348267341035,0.004680822394212709,0.005307075132634942,0.005857423754057479
350,20,0.004628422711320835,0.00469191706592521,0.004923408621706516,0.005652588481060348
350,21,0.0050325945363848155,0.005004411356437432,0.005445396733478001,0.006201749461452832
350,22,0.004218634203956806,0.004329588031032798,0.004354153729442805,0.007857529731539938
350,23,0.004546908443472117,0.0045935005256781125,0.00491963492088674,0.005858907493100749
350,24,0.005357781128368376,0.005324311034001689,0.007197789700138099,0.007588730212306864
400,0,0.003913735239876785,0.0039288773993083476,0.004508134697831742,0.0049322181346484785
400,1,0.0037479452516688515,0.003747700282751498,0.0038557252067712303,0.005061824089294521
400,2,0.003911345013999433,0.0039803460238263385,0.0041142803074234865,0.005719631354426701
400,3,0.004604435366360349,0.004553587994417713,0.010467018284530684,0.007037751700395356
400,4,0.003916641028692098,0.003967087835675335,0.00406927677617127,0.004899575164881316
400,5,0.0041434918035174965,0.004212675819119655,0.007004031963216703,0.0055657720452731135
400,6,0.004028041379923338,0.004051416175776189,0.004180319535988743,0.006268259771584935
400,7,0.004102927058956851,0.0041048223249910065,0.0058014721053343465,0.005401273770908538
400,8,0.004058789345762493,0.004061120648635534,0.004465322850461038,0.004916205735959143
400,9,0.004021519549782141,0.004053167183647188,0.004109283250341375,0.005320533072277822
400,10,0.003992544304776659,0.004008849237257153,0.0040343258150926245,0.005310524015622836
400,11,0.004159927330189354,0.004171021087414833,0.004437049056345728,0.005265517967631682
400,12,0.0042446421574918155,0.004274146393977161,0.005863643785290324,0.005690820884322973
400,13,0.0040526709490039696,0.004118254282273825,0.004576175607181744,0.0053274304318630256
400,14,0.004123196694499916,0.004153381889783597,0.00460781655942833,0.0056313545866202045
400,15,0.004251288299516631,0.004260555260112384,0.005815229922556948,0.00567331751904095
400,16,0.003990518958201854,0.00406423217385739,0.004148098377816411,0.005959880839357472
400,17,0.003995998733186237,0.004058207034489902,0.004367047913230327,0.005626320073183431
400,18,0.004264309676558004,0.004261169963538451,0.005178324032932656,0.005665127630948477
400,19,0.004036369232898141,0.00406376029328999,0.004091557630565011,0.005156583950160467
400,20,0.004049329061929834,0.00408882334207345,0.005093193010990854,0.005238903359425513
400,21,0.0038874433741152704,0.003908848269269668,0.00398926659862612,0.005002770080785089
400,22,0.004098008978365505,0.004124650820078679,0.004399504107824193,0.005376973949331844
400,23,0.004061882230832542,0.004086542562144563,0.00472920962061013,0.005383662027472823
