K,iter,CV_SUB,CV_CUBIC,MLE,SRP
10,0,0.4063683569764782,0.2141027002567883,0.3544945057194472,0.2125864335332235
10,1,0.4042877854203949,0.22282065128447326,0.334360060074292,0.22154951277655172
10,2,0.8085597032071467,0.23634645045925745,0.3421622870624691,0.23578516891798246
10,3,0.5629537190476791,0.2241401602407679,0.6109374424958203,0.22360608518709632
10,4,0.3537602243672116,0.2047489864237932,0.26435721901152603,0.20352506584605465
10,5,0.46629980943879007,0.18848802693876607,0.23956635994084782,0.18891660858457776
10,6,0.48636779878329306,0.20603427038941344,0.3890060435716416,0.20516159651075583
10,7,0.36756410716598864,0.29562639243497396,0.5257190413111306,0.29201998831444564
10,8,0.3478580435927817,0.2838323087201186,0.458528275108667,0.28404630239883144
10,9,0.3686168693856778,0.23185001667599017,0.4809325493472571,0.23301084103566827
20,0,0.12319904101115599,0.11581564626743084,0.18915108290459182,0.11670218219454
20,1,0.12224447456046136,0.11349129638861394,0.12889041751387958,0.1133204086003132
20,2,0.1273922888497424,0.11436347636628758,0.1496137174491753,0.11435243291062988
20,3,0.11162631166988572,0.10058157827390406,0.17946282374549227,0.10048948992910373
20,4,0.12190449736952101,0.11910136761528826,0.40531294679768826,0.11640829501899869
20,5,0.11739047128498914,0.10764116732480326,0.2085873176939983,0.1082137261334818
20,6,0.11707528175740121,0.1074449181868826,0.11704878836483572,0.1079545694844136
20,7,0.11252217122172015,0.10676779475919296,0.11265389316566878,0.10610035247428452
20,8,0.1328242081906778,0.12521384345895178,0.1356931580645788,0.12472972374153642
20,9,0.10603854123815831,0.10338307240536249,0.11736563873728321,0.10324712481122246
30,0,0.06909570319062586,0.06913738674414406,0.07723316462665311,0.06917850726797002
30,1,0.06313669407746564,0.06318777796842913,0.08862889580833348,0.06347696195625635
30,2,0.0716503524687708,0.07175591362166212,0.07923035375477541,0.07312130944028941
30,3,0.07009301096634127,0.06899827992984574,0.10023214235500434,0.06886858915352548
30,4,0.08953543453030886,0.08955498511997173,0.09855970810694567,0.08968184975947138
30,5,0.08216651044123974,0.08072706108975551,0.08787777207090312,0.08024390594156659
30,6,0.08612041779888703,0.08486163998845393,0.0937525289488509,0.08453762938296479
30,7,0.08871404482178104,0.08746484078644466,0.10921221561457146,0.08773123004438643
30,8,0.06757660836046277,0.06766484403848784,0.08008247277965243,0.06790156771683499
30,9,0.07988995033300354,0.07991269172910781,0.08203172009626244,0.07975987768608911
40,0,0.05043453719287872,0.050458545133962585,0.05179182769878754,0.050421630913781906
40,1,0.049635067085543674,0.04966092587245038,0.049809977434976845,0.04975204401034889
40,2,0.05049963489118097,0.05051660744102924,0.0585382313706099,0.05061100538712407
40,3,0.053827934013571915,0.05385192904765972,0.05599989914744033,0.05375903915053616
40,4,0.05783877765733846,0.057842024096209664,0.05926936085966356,0.05764014574853827
40,5,0.050784580222182296,0.05081091123493791,0.05112507686264129,0.05058461414853824
40,6,0.05538128935135403,0.05540378026243345,0.05597170882719961,0.05553063748585754
40,7,0.05554985262058344,0.05558314830263859,0.05652112783879552,0.055192557500017975
40,8,0.06521252825079701,0.06526603846751039,0.06599789025699822,0.06559864303914363
40,9,0.05450561741819848,0.05453401875620704,0.09320239920088723,0.0545361537955356
50,0,0.041743174468631364,0.041762835616177746,0.042342912217491084,0.04187185914834661
50,1,0.04231446204863652,0.04232415439511027,0.04287643271634131,0.042296706609115185
50,2,0.039600602599673504,0.03953416619125963,0.040150014807179536,0.039542577497639286
50,3,0.040607559616520954,0.04061480187690599,0.040958964446331236,0.04067852993453365
50,4,0.043328794905709456,0.043340917920609706,0.04500848140694579,0.04341701535293903
50,5,0.048240550730208866,0.04824545762162892,0.048322708798103,0.04833959481020792
50,6,0.04742016515307804,0.04702011146398989,0.05291131829907035,0.047100339729838674
50,7,0.045352967264346,0.045405670666322784,0.04559092859793205,0.04700350178226303
50,8,0.04558435046216191,0.045586568828334416,0.053119677077775214,0.045399351231505194
50,9,0.042213746346525895,0.042232098847057364,0.05642628024992132,0.04239376029156315
60,0,0.0371471789735902,0.037140152254011835,0.0373767321510748,0.03715934765845639
60,1,0.043139750159488816,0.04314293294801085,0.04359801715480095,0.04321083848150235
60,2,0.03614807141454734,0.036161080851033776,0.03618683231281251,0.03612851770310485
60,3,0.04538962435221595,0.04539013481212601,0.04616489816916436,0.04538981420172476
60,4,0.03249146026006215,0.03250104873898594,0.034553568178136956,0.03258815257735681
60,5,0.04003132022063488,0.04003953156032847,0.04012743408302979,0.040088228421446354
60,6,0.03811169971332921,0.03813053455680948,0.038139570190821453,0.03732271682296995
60,7,0.03425036536885651,0.03425963933993804,0.03513420136844559,0.034443997114781515
60,8,0.032724366892493216,0.03273303577526797,0.03314045137831631,0.0327730634191776
60,9,0.03762842073507993,0.03763816818817583,0.06631790385625251,0.03812361329469471
70,0,0.03373592629371882,0.03359548424456774,0.034018724429926116,0.03347512078423831
70,1,0.029373631821643206,0.02935527570412554,0.03189978153677085,0.02940579694826539
70,2,0.02940563762087578,0.029411704296394326,0.03211458970136699,0.02951818299527183
70,3,0.030091001218085556,0.03010399681409656,0.0344920876340257,0.030121938458240925
70,4,0.031039694034517423,0.031047372406669695,0.03111954458776209,0.03097825788899015
70,5,0.033226514876554994,0.03323167678789229,0.03324664941016662,0.0331001837530649
70,6,0.029139588441998307,0.02915135935862213,0.029164135395068253,0.02907556617653014
70,7,0.029039608405029605,0.029045880744095167,0.029081367205305592,0.028979350956507978
70,8,0.02982471250657689,0.029832999276680334,0.029993337950713562,0.029796085845524987
70,9,0.03958331100618218,0.03959110661566783,0.039963154654739666,0.03969112690769717
80,0,0.025194110141097452,0.02519815184574149,0.026106741976941534,0.025291647934713016
80,1,0.02529518966876698,0.025302667637089302,0.02621751534769616,0.02538797031690522
80,2,0.027679368873972463,0.027686303483746934,0.027909014564386405,0.027783729520160047
80,3,0.02748386154411282,0.027491288108659917,0.02758009450491387,0.027530300316085624
80,4,0.02903803350733428,0.029042611260750067,0.0290869594465451,0.028956221472626612
80,5,0.026017397327357132,0.026023710550260346,0.027154932407318585,0.02595049263070431
80,6,0.0244561960104833,0.024460641760295745,0.02454707758547212,0.02451680551700837
80,7,0.02690312347957409,0.026909002410684446,0.02690899942404696,0.0267432718958172
80,8,0.02999501496551087,0.030003450549256634,0.030691635530734937,0.02972264123693647
80,9,0.026095149984976303,0.02608522082342438,0.026439427200677188,0.026203351841006053
90,0,0.022580557349096156,0.022580196227176195,0.022580192543888416,0.02252464443215682
90,1,0.02634790933267602,0.026354176719097153,0.026354171707163636,0.02651854341802331
90,2,0.02570553318078741,0.02570904710428515,0.026095544733561554,0.02568111638184376
90,3,0.024592613725519425,0.024601974217245987,0.024635034739579408,0.024768293816704604
90,4,0.024277570904108994,0.02428013092839308,0.024362013100175797,0.02427721586708482
90,5,0.025767457906880162,0.025770255201159886,0.026000914461674574,0.02568575711307505
90,6,0.023137866167249922,0.02314004812836368,0.023481974032312593,0.023155947147022186
90,7,0.02654714407741519,0.02655426989764344,0.026602200052878458,0.026583186405164088
90,8,0.023159567152718906,0.02316262620150157,0.02316262382796314,0.023207951595895157
90,9,0.022445056060130635,0.02239118222939842,0.023626725616309227,0.022271278272826624
100,0,0.026310192061847933,0.026311790516133988,0.026912169609429496,0.026300176868427092
100,1,0.020666620462438317,0.020670717612319086,0.02067721937382993,0.020631492586545657
100,2,0.0221467511013353,0.022150261453011154,0.02218067142037918,0.022329787513714467
100,3,0.020528931368445736,0.020532409546177303,0.020587598321920836,0.0205578364700047
100,4,0.023202198353480603,0.023184211423871334,0.023769660221792423,0.02325735027086976
100,5,0.021886106458635646,0.021890440034260734,0.02199065746439004,0.022020720071492965
100,6,0.021309311027146838,0.021314371696197158,0.02136712463784998,0.021389579133063497
100,7,0.02213272932121937,0.02213899513307519,0.022269721879356847,0.02210514430169494
100,8,0.022566649457892492,0.022568947687066413,0.025844103496935337,0.022669424944866748
100,9,0.023170595151607996,0.02317824487095392,0.023188365211068398,0.02318643208555682
